"","timestamp","course.delivered","instructor.communicated","hear","interest","department","verbs","useful","gender","ethnicity","outside.barriers","inside.barriers","what.barriers","position"
"733",2015-05-28,7,7,"Email from the D-Lab mailing list",7,NA,NA,7,"Female/Woman","White",1,1,NA,"Administrative staff title"
"734",2015-05-29,7,7,"Found it on the D-Lab website",7,NA,NA,7,"Female/Woman","International",1,1,NA,"Visiting fellow or researcher"
"735",2015-05-29,7,7,"Found it on the D-Lab website",7,NA,NA,7,"Female/Woman","International",1,1,NA,"Visiting fellow or researcher"
"736",2015-05-29,7,7,"Found it on the D-Lab website",7,NA,"Want to hear some workshop on Matlab and LaTex.",7,"Female/Woman","International",2,1,NA,"Visiting fellow or researcher"
"737",2015-06-01,7,7,"Heard about it from a friend/colleague",7,NA,"Thank You ",7,NA,"Moor",3,4,"Lack of prior experience","Undergraduate student"
"738",2015-06-01,7,7,"Email from the D-Lab mailing list",7,NA,"Great Job! I liked the activities ",7,"Female/Woman","Latino/Chicano",4,1,NA,"PhD student, pre-dissertation"
"739",2015-06-01,7,7,NA,7,NA,NA,7,"Male/Man","White",NA,NA,NA,"PhD student, pre-dissertation"
"740",2015-06-01,7,7,"Email from the D-Lab mailing list",7,NA,NA,7,"Female/Woman","Asian American",1,1,NA,"PhD student, pre-dissertation"
"741",2015-06-01,4,6,"Email from the D-Lab mailing list",7,NA,"Mac Issues with Atlas/ no query feature ",5,"Male/Man","Latino/Chicano",1,1,NA,"Masters student"
"742",2015-06-01,7,7,NA,7,NA,NA,7,"Female/Woman","Decline to state",4,1,NA,"PhD student, pre-dissertation"
"743",2015-06-01,7,7,"Heard about it from a friend/colleague",7,NA,NA,7,NA,"Decline to state",NA,NA,NA,NA
"744",2015-06-01,4,6,"Email from the D-Lab mailing list",6,NA,NA,6,NA,"Decline to state",NA,NA,NA,NA
"745",2015-06-01,6,6,"Email from the D-Lab mailing list",7,NA,"1. Latex
2. Some software to manage literatures ",6,"Female/Woman","International",2,1,NA,"Visiting fellow or researcher"
"746",2015-06-01,6,6,"Email from the D-Lab mailing list",6,NA,"Clara's course was useful, but it would have been easier to follow along, and keep the information organized in my head, if she had followed her hand out or created a hand out which followed the presentation closely. Also, based on the handout, the material planned for each day was too much to complete in each day. Perhaps lessen the material to cover each day, or increase the number of days in the R Intensive.",6,"Female/Woman","White",1,1,NA,"PhD student, dissertation stage"
"747",2015-06-02,6,6,"Email from the D-Lab mailing list",6,NA,NA,5,NA,"Decline to state",NA,NA,NA,NA
"748",2015-06-02,7,7,"Heard about it from a friend/colleague",7,NA,NA,7,"Female/Woman","International",3,3,NA,"Visiting fellow or researcher"
"749",2015-06-02,7,7,"Email from another mailing list",7,NA,"Thanks, very informative! ",7,"Male/Man","White",1,1,NA,"Undergraduate student"
"750",2015-06-02,7,7,"Found it on the D-Lab website",7,NA,NA,7,"Female/Woman","White",3,1,NA,NA
"751",2015-06-02,6,6,"Found it on the D-Lab website",6,NA,NA,5,NA,"Decline to state",NA,NA,NA,NA
"752",2015-06-02,6,6,"Found it on the D-Lab website",6,NA,NA,6,NA,"Decline to state",1,1,NA,NA
"753",2015-06-02,7,6,"Don't remember",7,NA,NA,5,"Female/Woman","Decline to state",1,1,NA,"PhD student, dissertation stage"
"754",2015-06-02,7,7,"Found it on the D-Lab website",7,NA,"loved clara's hands-on  and chris' explanatory skills 10/10!",7,"Male/Man","White",1,1,NA,"PhD student, pre-dissertation"
"755",2015-06-18,6,6,"Heard about it from a friend/colleague",7,NA,NA,5,"Male/Man","White",3,1,NA,"Alumni"
"756",2015-06-18,7,6,"Found it on the D-Lab website",7,NA,"thanks. An Atlas-ti intro would be very useful",7,"Female/Woman","Latino/Chicano",3,1,NA,"PhD student, dissertation stage"
"757",2015-06-18,7,6,"Found it on the D-Lab website",7,NA,NA,7,"Female/Woman","White",3,2,NA,"PhD student, dissertation stage"
"758",2015-06-18,7,6,"Email from the D-Lab mailing list",7,NA,NA,6,"Female/Woman","White",3,1,NA,"Undergraduate student"
"759",2015-06-18,6,5,"Email from the D-Lab mailing list",7,NA,"longer classes where we can work w/ our data
Great workshop as always",5,"Female/Woman","Latino/Chicano, White",4,1,NA,"PhD student, dissertation stage"
"760",2015-06-18,5,5,"Found it on the D-Lab website",6,NA,"Would be helpful for this lab to know about getting data sets for maps in cartoDB (what data points needed)",5,"Female/Woman","White",2,1,NA,"Masters student"
"761",2015-06-18,7,7,"Email from another mailing list",7,NA,"CartoDB Need university license",5,"Male/Man","Latino/Chicano, White",4,NA,NA,"PhD student, dissertation stage"
"762",2015-06-22,6,7,"Email from the D-Lab mailing list",7,NA,"Git is complex ",7,"Male/Man","White",1,1,NA,"n/a"
"763",2015-06-22,7,7,"Heard about it from a friend/colleague",7,NA,NA,7,"Male/Man","Latino/Chicano",2,1,NA,"PhD student, pre-dissertation"
"764",2015-06-22,7,5,"Email from the D-Lab mailing list",6,NA,NA,6,"Male/Man","White",1,1,NA,"PhD student, pre-dissertation"
"765",2015-06-22,7,6,"Heard about it from a friend/colleague",7,NA,"Less Jargon would be helpful",5,"Female/Woman","White",4,1,NA,"Undergraduate student"
"766",2015-06-22,7,6,"Email from the D-Lab mailing list",7,NA,NA,6,"Male/Man","African American/Black, Asian American, International, Native American/Alaskan Native, White",1,1,NA,"Undergraduate student"
"767",2015-06-22,7,7,"Email from the D-Lab mailing list",7,NA,"This Workshop descriptions (from Dav's email) was particularly helpful and accurate in describing technical expectations and workshop content. Thanks, this was super helpful! ",7,"Male/Man","White",NA,NA,NA,"PhD student, pre-dissertation"
"768",2015-06-22,5,6,"instructor",5,NA,"Maybe 2 hours is best than only 1 hour and with some practicing exercises. ",5,"Male/Man","International",2,1,NA,"PhD student, dissertation stage"
"769",2015-06-22,7,6,"Email from the D-Lab mailing list",7,NA,NA,7,"Male/Man","Latino/Chicano",1,1,NA,"Visiting Scholar"
"770",2015-06-22,7,6,"Email from the D-Lab mailing list",7,NA,NA,7,"Male/Man","White",4,1,NA,"Faculty"
"771",2015-06-22,7,7,"Email from the D-Lab mailing list",7,NA,NA,7,"Female/Woman","Latino/Chicano",NA,NA,NA,"Volunteer"
"772",2015-06-22,5,5,"hacker within listserv",7,NA,NA,6,"Female/Woman","Asian American",NA,NA,NA,"PhD student, dissertation stage"
"773",2015-06-22,7,7,"Email from the D-Lab mailing list",7,NA,"Would love a follow up ""intermediate cartoDB"" workshop, or something specifically on working with PostGIS SQL.",7,"Male/Man","White",1,1,NA,"Postdoctoral researcher"
"774",2014-11-07,5,7,"Found it on the D-Lab website",6,"African American Studies","No.",5,"Male/Man","White",1,1,NA,NA
"775",2014-11-07,7,6,"Heard about it from a friend/colleague",6,NA,"more workshops in GIS, Nvivo, and Atlas.ti",5,"Decline to state","Decline to state",5,NA,NA,NA
"776",2014-11-07,3,3,"Found it on the D-Lab website",4,"Political Science","I think that the session should have started with how R can be useful for different disciplines, and to show us how it can be used to deal with data. Starting with a real dataset would have been useful. ",2,"Female/Woman","African American/Black",4,1,NA,NA
"777",2014-11-07,7,7,"Found it on the D-Lab website",7,NA,"Clara Cohen is great! She's an amazing teacher! I think something that was missing from the R for beginners class was just an intro for us on how to tap into the R online knowledge. Where do people go to when they have questions? Is there an R community like Python? etc. ",7,"Female/Woman","Arab",5,3,"D-Lab students",NA
"778",2014-11-07,7,7,"Found it on the D-Lab website",7,"Political Science","Qualitative analysis is not offered in my department so being able to get this information at Dlab is Great!

would be interested in Latex workshops.",7,"Female/Woman","White",1,1,NA,NA
"779",2014-11-07,7,7,"Found it on the D-Lab website",7,"Education","Do a sequence of three or four introductory workshops on R, kind of a course where people can start from zero and getting more and more knowledge about the software if they attend all the workshops, and at the same time if there are people that already knows about R, they can join in the second or third session. My idea is similar to what you have organized in Dec. 11, but I think it can be great to do a sequence of workshops the same weekday and time in four consecutive weeks for example.",7,"Male/Man","International, White",1,1,NA,NA
"780",2014-11-07,7,7,"Found it on the D-Lab website",7,NA,NA,6,"Female/Woman","White",4,1,NA,NA
"781",2014-11-07,6,7,"Found it on the D-Lab website",7,"Public Health","Please could you send round a link to a sharable subset of the slides displayed during the session? I'd appreciate having a reference to what was discussed. 
Also, I'm about to start using atlas.ti. Please could you host a introduction to atlas.ti session soon? 
Many thanks! ",5,"Female/Woman","International, White",1,1,NA,NA
"782",2014-11-06,6,6,"Found it on the D-Lab website",6,NA,NA,6,"Male/Man","International",2,1,NA,NA
"783",2014-11-06,7,7,"Heard about it from a friend/colleague",7,"Ag & Resource Econ & Pol",NA,7,"Female/Woman","Latino/Chicano",4,1,NA,NA
"784",2014-11-06,7,7,"Email from the D-Lab mailing list",7,"City & Regional Planning","Adobe suite products- photoshop, illustrator ",7,"Female/Woman","White",1,1,NA,NA
"785",2014-11-06,7,7,"Found it on the D-Lab website",7,"Education",NA,6,"Male/Man","International, White",1,2,"Undergrad students with fewer exposure have less propensity to join the debates. We don't make questions either due to  our seeming lack of knowledge.",NA
"786",2014-11-06,7,7,"Email from the D-Lab mailing list",7,"Ag & Resource Econ & Pol","Prof. Bloemraad was exceptional. Thank you! ",6,"Female/Woman","African American/Black, White",4,1,NA,NA
"787",2014-11-06,7,7,"Email from the D-Lab mailing list",7,NA,"I would love to see an introsuctory tutorial online that I can go throuh that would explai diffrent types of methods and what is available if I want to pursue a type of data collection.
",7,"Female/Woman","Latino/Chicano",4,3,"I often don't know what to ask",NA
"788",2014-11-06,7,7,"Email from the D-Lab mailing list",7,"Sociology",NA,6,"Male/Man","White",4,1,NA,NA
"789",2014-11-06,7,7,"Heard about it from a friend/colleague",7,"Political Science","This was a great training, wish it could have been longer. Perhaps in the future, have specific subsets of the topic taught as separate training sessions, i.e.  how to write the interview questions/preparing for the interview; how to code data; how to analyze data etc.",6,"Female/Woman","African American/Black",4,1,NA,NA
"790",2014-11-06,7,7,"Email from the D-Lab mailing list",7,"Energy & Resources Group","I'd love to see a workshop to learn how to use MaxQDA.",7,"Female/Woman","White",3,1,NA,NA
"791",2014-11-06,7,7,"Email from another mailing list",6,"Sociology","Nuts-and-bolts trainings dedicated to each stage of an interview project could be helpful (going into more detail than we could in the time limit today).",7,"Female/Woman","White",1,1,NA,NA
"792",2014-11-06,7,7,"Found it on the D-Lab website",7,"Rhetoric",NA,7,"Male/Man","White",3,1,NA,NA
"793",2014-11-06,6,6,"Found it on the D-Lab website",6,"Rhetoric",NA,6,"Male/Man","White",3,1,NA,NA
"794",2014-11-06,7,7,"Heard about it from a friend/colleague",7,"City & Regional Planning","email list serve does not send out emails for mail list.",5,"Male/Man","Decline to state",1,1,NA,NA
"795",2014-11-06,5,7,"Email from the D-Lab mailing list",7,"Ag & Resource Econ & Pol",NA,5,"Female/Woman","Decline to state",4,1,NA,NA
"796",2014-11-06,7,6,"Found it on the D-Lab website",6,"Public Health",NA,5,"Male/Man","Decline to state",1,1,NA,NA
"797",2014-11-05,6,6,"Email from another mailing list",7,"Env Sci, Policy, & Mgmt","Great class! Susan was clear, very helpful",6,"Male/Man","Latino/Chicano",2,1,NA,NA
"798",2014-11-05,6,7,"Heard about it from a friend/colleague",7,"Env Sci, Policy, & Mgmt","Great course!",6,"Male/Man","N/A",3,1,NA,NA
"799",2014-11-02,6,6,"Found it on the D-Lab website",6,"Rhetoric",NA,6,"Male/Man","White",3,1,"educational background",NA
"800",2014-11-02,6,6,"Found it on the D-Lab website",6,"Rhetoric",NA,6,"Male/Man","White",3,3,"educational background",NA
"801",2014-11-01,7,7,"flyer + email from geog. dept",5,"Public Health",NA,5,"Female/Woman","White",4,2,"Learning materials",NA
"802",2014-10-31,7,6,"email from Wright Institute",7,NA,"Just want to know why I had to fill out paper feedback form if there was going to be an online survey",6,"Female/Woman","White",2,1,"age bias in world, not DLab",NA
"803",2014-10-31,7,7,"Heard about it from a friend/colleague",7,"Public Health",NA,7,"Female/Woman","Latino/Chicano, White",1,1,NA,NA
"804",2014-10-31,7,6,"Email from another mailing list",7,NA,NA,7,"Female/Woman","Decline to state",2,NA,NA,NA
"805",2014-10-30,7,6,"Email from another mailing list",7,"Slavic Languages & Lit","The training increased my general knowledge on ArcGIS and data visualization. However, during the course I started to think that it might be more useful for me to invest my time in learning a free open source mapping programme, which I can use wheter I will be in the future affiliated with a university of not.",4,"Female/Woman","White",1,1,NA,NA
"806",2014-10-30,4,4,"Found it on the D-Lab website",4,NA,"Please address the this software only runs on Windows. ",4,"Female/Woman","Decline to state",2,1,NA,NA
"807",2014-10-30,6,5,"Found it on the D-Lab website",6,NA,NA,7,"Female/Woman","Decline to state",2,1,NA,NA
"808",2014-10-30,5,6,"CED",6,NA,NA,6,NA,"Decline to state",NA,NA,NA,NA
"809",2014-10-30,4,6,"Found it on the D-Lab website",5,"JSP Grad Pgm","Training on NVIVO coding and analysis would be helpful.  Also, training on using software for network analysis, even for descriptive purposes, would be helpful.  (UCI Net is one I think?)  Also training in HLM using SPSS would be useful to me.

I use a lot of complicated multi-level data.  I have organizational level survey data with some qualitative components.  I'm also working on a project that combines individual, organizational level, and market level data (hence the need for HLM).  I often combine qualitative and quantitative data in the same project.  My data are messy - usually I collect them myself rather than relying on government databases -- and involve a lot of missing data.  Techniques for imputing missing data would be another area where a class or training would be useful.  I have a project where I'm combining organizational level data with Census data and using GIS approaches to look at access to justice across the United States - figuring out how to code street addresses and combing information across these sources was a nightmare.

My technical challenges are both logistical and methodological.  Logistically, I spend too much time tracking down software, software licenses, and keeping them current.  Also, I use so  many different programs that the licenses tend to drain my research account.  If the university had site licenses and a transparent way of getting these programs to folks it would be a tremendous help to  myself and my graduate students.  I also have technical challenges managing collaboration with folks at other universities in a way that keeps data involving human subjects secure.  

The other challenges have to do with modeling and data management.  I often find I can get 80% of the way there on paper, but would benefit from some targeted consulting/instruction to finish up a project.  Finding the time and expertise to do that is a problem.  If there were someone to call for assistance when I reach that point it would be tremendously helpful.  Also, often myself and my graduate students will have some similar research challenges using GIS or NVIVO, and we would really benefit from a two hour class with some intensive consulting on our particular projects.  It would be great if it were possible to set up something like that where we could work on the actual projects we are struggling with.",5,"Female/Woman","White",2,1,NA,NA
